	layer	speaker	start	milis_start	finish	milis_finish	duration	duration_2	text	semantic_annotation
80	text@aaa2005f	@aaa2005f	00:07:25.844	445.844	00:07:27.956	447.956	00:00:02.112	2.112	и вот мы ездили на первенство сибири условно	возить_VERB разъезжать_VERB приезжать_VERB чемпионат_NOUN чемпион_NOUN кубок_PROPN категория_NOUN упрощенно_ADV условный_ADJ
81	text@aaa2005f	@aaa2005f	00:07:27.978	447.978	00:07:30.532	450.532	00:00:02.554	2.554	аа и скорее мы правда ездили за вайбом	наоборот_ADV возможно_ADV отнюдь_ADV неправда_NOUN истина_NOUN ложь_NOUN возить_VERB разъезжать_VERB приезжать_VERB
82	text@aaa2005f	@aaa2005f	00:07:30.560	450.56	00:07:31.692	451.692	00:00:01.132	1.132	и на все шчры скорее всего	наоборот_ADV возможно_ADV отнюдь_ADV
83	text@aaa2005f	@aaa2005f	00:07:31.692	451.692	00:07:33.696	453.696	00:00:02.004	2.004	мы ездили вот просто за атмосферой вот этой	возить_VERB разъезжать_VERB приезжать_VERB атмосфера_PROPN озон_NOUN среда_NOUN
84	text@aaa2005f	@aaa2005f	00:07:33.780	453.78	00:07:34.544	454.544	00:00:00.764	0.764	что вау	-фактор_NOUN чувак_NOUN максимус_PROPN
85	text@aaa2005f	@aaa2005f	00:07:34.556	454.556	00:07:36.000	456.0	00:00:01.444	1.444	мы едем из южно-сахалинска	поехать_VERB выезжать_VERB доезжать_VERB
86	text@aaa2005f	@aaa2005f	00:07:36.022	456.022	00:07:38.956	458.956	00:00:02.934	2.934	через всю страну там в условные челябинск или москву	россия_PROPN государство_NOUN европа_PROPN где_ADV здесь_ADV тамя_NOUN символический_ADJ обозначение_NOUN условность_NOUN
87	text@aaa2005f	@aaa2005f	00:07:38.956	458.956	00:07:39.456	459.456	00:00:00.500	0.5	вау	-фактор_NOUN чувак_NOUN максимус_PROPN
88	text@aaa2005f	@aaa2005f	00:07:39.752	459.752	00:07:41.412	461.412	00:00:01.660	1.66	и что нам даже не особо было важно 	наиболее_ADV особенно_ADV чрезвычайно_ADV существенный_ADJ значимый_ADJ актуальный_ADJ
89	text@aaa2005f	@aaa2005f	00:07:41.508	461.508	00:07:42.356	462.356	00:00:00.848	0.848	что мы там займём	где_ADV здесь_ADV тамя_NOUN занять_VERB находиться_VERB уступать_VERB
90	text@aaa2005f	@aaa2005f	00:07:42.756	462.756	00:07:45.400	465.4	00:00:02.644	2.644	аа что типа просто мы поучаствуем	разновидность_NOUN элемент_NOUN форма_NOUN инициировать_VERB пообщаться_VERB спонсировать_VERB
91	text@aaa2005f	@aaa2005f	00:07:45.411	465.411	00:07:47.933	467.933	00:00:02.522	2.522	классно потусим с крутыми командами вот	здорово_ADV неплохой_ADV супер_NOUN крутой_NOUN крутой_VERB пологий_ADJ команда_PROPN сборная_NOUN премьер-лига_NOUN
92	text@aaa2005f	@aaa2005f	00:07:48.620	468.62	00:07:51.144	471.144	00:00:02.524	2.524	аа но с другой стороны всё равно сидит вот этот червячок	другий_ADJ иной_ADJ разный_ADJ направление_NOUN сторонтраница_NOUN вправо_ADV одинаковый_ADJ значит_ADV следовательно_ADV стоять_VERB садиться_VERB примоститься_VERB червяк_NOUN жучок_NOUN букашка_NOUN
93	text@aaa2005f	@aaa2005f	00:07:51.178	471.178	00:07:51.622	471.622	00:00:00.444	0.444	что блин	пирог_NOUN оладья_NOUN пирога_NOUN
94	text@aaa2005f	@aaa2005f	00:07:51.852	471.852	00:07:54.711	474.711	00:00:02.859	2.859	а вот если б мы реально сидели и ботали условно	реальный_ADJ объективно_ADV реальность_NOUN стоять_VERB садиться_VERB примоститься_VERB категория_NOUN упрощенно_ADV условный_ADJ
95	text@aaa2005f	@aaa2005f	00:07:54.928	474.928	00:07:56.722	476.722	00:00:01.794	1.794	аа мы бы взяли	взять_VERB забирать_VERB забрать_VERB
96	text@aaa2005f	@aaa2005f	00:07:56.767	476.767	00:07:57.978	477.978	00:00:01.211	1.211	и там не знаю	где_ADV здесь_ADV тамя_NOUN понимать_VERB думать_VERB помнить_VERB
97	text@aaa2005f	@aaa2005f	00:07:58.000	478.0	00:08:00.400	480.4	00:00:02.400	2.4	заняли бы в первой тройке какие-нибудь места	занять_VERB находиться_VERB уступать_VERB третий_ADJ второй_ADJ последний_ADJ четверка_NOUN пошевень_NOUN иноходец_NOUN место_PROPN место_NUM мсто_NOUN
98	text@aaa2005f	@aaa2005f	00:08:00.411	480.411	00:08:01.911	481.911	00:00:01.500	1.5	что реально мы могли бы это сделать	реальный_ADJ объективно_ADV реальность_NOUN моченька_NOUN мочить_NOUN моча_NOUN сделать_VERB длать_VERB сделавша_VERB
99	text@aaa2005f	@aaa2005f	00:08:02.064	482.064	00:08:04.024	484.024	00:00:01.960	1.96	просто у нас нет такого подхода / вот	не_VERB быть_VERB существовать_VERB концепция_NOUN метод_NOUN методология_NOUN
100	text@aaa2005f	@aaa2005f	00:08:04.189	484.189	00:08:06.511	486.511	00:00:02.322	2.322	и с одной стороны это оправдывает его	один_ADJ два_NUM один_NOUN направление_NOUN сторонтраница_NOUN вправо_ADV оправдать_VERB оправдаться_VERB оправдываться_VERB
101	text@aaa2005f	@aaa2005f	00:08:22.600	502.6	00:08:24.444	504.444	00:00:01.844	1.844	мм тоже сложный вопрос	миллиметр_NOUN ммя_NOUN сантиметр_NOUN непростой_ADJ сложнейший_ADJ трудный_ADJ вопрос_PROPN проблема_NOUN задача_NOUN
102	text@aaa2005f	@aaa2005f	00:08:24.444	504.444	00:08:26.533	506.533	00:00:02.089	2.089	потому что скорее зависит от тех	конечно_ADV оттого_ADV вовсе_ADV наоборот_ADV возможно_ADV отнюдь_ADV определять_VERB предопределять_VERB влиять_VERB
103	text@aaa2005f	@aaa2005f	00:08:26.533	506.533	00:08:28.444	508.444	00:00:01.911	1.911	кто в этот момент находится в команде	стадия_NOUN этап_NOUN фаза_NOUN расположенный_ADJ располагать_ADJ расположенный_VERB команда_PROPN сборная_NOUN премьер-лига_NOUN
104	text@aaa2005f	@aaa2005f	00:08:28.511	508.511	00:08:29.833	509.833	00:00:01.322	1.322	аа потому что	конечно_ADV оттого_ADV вовсе_ADV
105	text@aaa2005f	@aaa2005f	00:08:30.244	510.244	00:08:32.867	512.867	00:00:02.623	2.623	а ну и в принципе от какого-то общего настроя	концепция_NOUN идея_NOUN теория_NOUN что-то_NOUN какой-то_ADV странный_ADJ отдельный_ADJ целое_NOUN существенный_ADJ настроение_NOUN настроенность_NOUN настроить_NOUN
106	text@aaa2005f	@aaa2005f	00:08:32.878	512.878	00:08:34.489	514.489	00:00:01.611	1.611	который даже непонятно от чего зависит	необъяснимый_ADJ странный_ADJ неясный_ADJ определять_VERB предопределять_VERB влиять_VERB
107	text@aaa2005f	@aaa2005f	00:08:34.500	514.5	00:08:37.022	517.022	00:00:02.522	2.522	то есть например у нас э / все года	нет_VERB существовать_VERB иметь_VERB частность_NOUN подобный_ADJ аналогичный_ADJ год_PROPN месяц_NOUN гектодар_NOUN
108	text@aaa2005f	@aaa2005f	00:08:37.033	517.033	00:08:38.456	518.456	00:00:01.423	1.423	кроме последних двух кажется	последующий_ADJ первый_ADJ предыдущий_ADJ три_NUM четыре_NUM шесть_NUM казаться_NOUN чувствовать_VERB представляться_VERB
109	text@aaa2005f	@aaa2005f	00:08:39.100	519.1	00:08:40.689	520.689	00:00:01.589	1.589	аа был один капитан	один_ADJ два_NUM один_NOUN капитан_PROPN лейтенант_NOUN майор_NOUN
110	text@aaa2005f	@aaa2005f	00:08:40.989	520.989	00:08:44.122	524.122	00:00:03.133	3.133	а и вот с ним мы ездили на а самый первый наш шчр	возить_VERB разъезжать_VERB приезжать_VERB наиболее_ADV столь_ADV чрезвычайно_ADV третий_ADJ второй_ADJ последний_ADJ
111	text@aaa2005f	@aaa2005f	00:08:44.367	524.367	00:08:46.589	526.589	00:00:02.222	2.222	и когда мы там были с ним	где_ADV здесь_ADV тамя_NOUN
112	text@aaa2005f	@aaa2005f	00:08:46.600	526.6	00:08:47.945	527.945	00:00:01.345	1.345	аа случился тур	приключиться_VERB бывать_VERB происходить_VERB полуфинал_NOUN сет_NOUN турнир_NOUN
113	text@aaa2005f	@aaa2005f	00:08:47.956	527.956	00:08:48.822	528.822	00:00:00.866	0.866	аа я не знаю	понимать_VERB думать_VERB помнить_VERB
114	text@aaa2005f	@aaa2005f	00:08:48.833	528.833	00:08:49.889	529.889	00:00:01.056	1.056	помнишь ли ты его	помниться_VERB вспоминать_VERB запомнить_VERB
115	text@aaa2005f	@aaa2005f	00:08:49.900	529.9	00:08:52.322	532.322	00:00:02.422	2.422	аа ну в общем все начали писать э на карточках	отдельный_ADJ целое_NOUN существенный_ADJ стать_VERB начало_VERB приниматься_VERB написать_VERB печатать_VERB напечатать_VERB талон_NOUN чек_NOUN квитанция_NOUN
116	text@aaa2005f	@aaa2005f	00:08:52.345	532.345	00:08:53.678	533.678	00:00:01.333	1.333	вместо ответов автор душнила	ответ_PROPN ответа_NOUN разъяснение_NOUN автор_PROPN читатель_NOUN критик_NOUN
117	text@aaa2005f	@aaa2005f	00:08:53.711	533.711	00:08:54.667	534.667	00:00:00.956	0.956	потому что зва= ой	конечно_ADV оттого_ADV вовсе_ADV ой_INTJ ох_INTJ ой-ой_ADJ
118	text@aaa2005f	@aaa2005f	00:08:54.689	534.689	00:08:56.622	536.622	00:00:01.933	1.933	взять абсолютно невозможно было эти вопросы	взять_VERB забирать_VERB забрать_VERB совершенно_ADV вполне_ADV практически_ADV нельзя_ADV мочь_VERB трудный_ADJ вопрос_PROPN проблема_NOUN задача_NOUN
119	text@aaa2005f	@aaa2005f	00:08:57.967	537.967	00:08:58.811	538.811	00:00:00.844	0.844	да да да вот	
120	text@aaa2005f	@aaa2005f	00:08:58.845	538.845	00:09:00.511	540.511	00:00:01.666	1.666	аа ну это просто притча во языцах	евангельский_ADJ притча_VERB притч_NOUN
121	text@aaa2005f	@aaa2005f	00:09:01.128	541.128	00:09:02.222	542.222	00:00:01.094	1.094	уж= какой-то жесть	что-то_NOUN какой-то_ADV странный_ADJ фанера_NOUN жестяной_ADJ латунь_NOUN
122	text@aaa2005f	@aaa2005f	00:09:02.267	542.267	00:09:02.856	542.856	00:00:00.589	0.589	я уже не помню	еще_ADV рано_ADV давный_ADJ помниться_VERB вспоминать_VERB запомнить_VERB
123	text@aaa2005f	@aaa2005f	00:09:02.878	542.878	00:09:03.778	543.778	00:00:00.900	0.9	кто автор был	автор_PROPN читатель_NOUN критик_NOUN
124	text@aaa2005f	@aaa2005f	00:09:03.856	543.856	00:09:05.533	545.533	00:00:01.677	1.677	перед ним потом ещё очень все извинялись	затем_ADV после_ADV пот_ADV уже_ADV ещё_ADV немногое_NOUN чрезвычайно_ADV довольно_ADV весьма_ADV извинять_VERB извинение_NOUN извиниться_VERB
125	text@aaa2005f	@aaa2005f	00:09:05.600	545.6	00:09:05.922	545.922	00:00:00.322	0.322	что блин	пирог_NOUN оладья_NOUN пирога_NOUN
126	text@aaa2005f	@aaa2005f	00:09:05.922	545.922	00:09:07.133	547.133	00:00:01.211	1.211	простите что так получилось	простить_VERB извинять_VERB прощение_NOUN потому_ADV как_ADV иначе_ADV получиться_VERB выглядеть_VERB складываться_VERB
127	text@aaa2005f	@aaa2005f	00:09:07.232	547.232	00:09:09.056	549.056	00:00:01.824	1.824	но правда там по-моему	неправда_NOUN истина_NOUN ложь_NOUN где_ADV здесь_ADV тамя_NOUN конечно_ADV вообще-то_NOUN пожалуй_ADV
128	text@aaa2005f	@aaa2005f	00:09:09.111	549.111	00:09:10.311	550.311	00:00:01.200	1.2	что-то взяли типа	какой-то_ADJ что-нибудь_NOUN смутно_ADV взять_VERB забирать_VERB забрать_VERB разновидность_NOUN элемент_NOUN форма_NOUN
129	text@aaa2005f	@aaa2005f	00:09:10.311	550.311	00:09:12.900	552.9	00:00:02.589	2.589	один вопрос из двенадцати самые сильные команды	один_ADJ два_NUM один_NOUN вопрос_PROPN проблема_NOUN задача_NOUN восемь_NUM семь_NUM одиннадцать_NUM наиболее_ADV столь_ADV чрезвычайно_ADV слабый_ADJ сильнейший_ADJ стойкий_ADJ команда_PROPN сборная_NOUN премьер-лига_NOUN
130	text@aaa2005f	@aaa2005f	00:09:13.022	553.022	00:09:14.978	554.978	00:00:01.956	1.956	вот и мы все сидели в шоке	стоять_VERB садиться_VERB примоститься_VERB стресс_NOUN шоко_NOUN потрясение_NOUN
131	text@aaa2005f	@aaa2005f	00:09:15.000	555.0	00:09:16.567	556.567	00:00:01.567	1.567	вот и тогда мы очень сильно затильтовали	теперь_ADV -нибудь_ADV когда_ADV чрезвычайно_ADV довольно_ADV весьма_ADV заметно_ADV сильный_ADV резко_ADV
132	text@isl2006m	@isl2006m	00:04:05.982	245.982	00:04:08.064	248.064	00:00:02.082	2.082	какая по твоему мнению роль тренера	суждение_NOUN убеждение_NOUN воззрение_NOUN роль_PROPN функция_NOUN премьера_PROPN хоккеист_NOUN сборная_NOUN фигурист_NOUN
133	text@isl2006m	@isl2006m	00:04:08.200	248.2	00:04:11.000	251.0	00:00:02.800	2.8	вот на примере работы елены вадимовны с вашей командой	образец_NOUN иллюстрация_NOUN опыт_PROPN работа_PROPN деятельность_NOUN занятие_NOUN команда_PROPN сборная_NOUN премьер-лига_NOUN
134	text@isl2006m	@isl2006m	00:04:11.500	251.5	00:04:12.900	252.9	00:00:01.400	1.4	в что где когда ?	там_ADV здесь_ADV где-нибудь_ADV
135	text@isl2006m	@isl2006m	00:04:46.700	286.7	00:04:47.996	287.996	00:00:01.296	1.296	эаа ильдар аглиуллин	
136	text@isl2006m	@isl2006m	00:05:11.990	311.99	00:05:14.730	314.73	00:00:02.740	2.74	а в чём было отличие в том как взаимодействует ильдар	отличаться_VERB различие_NOUN тип_NOUN взаимодействие_NOUN взаимосвязывать_VERB функционировать_VERB
137	text@isl2006m	@isl2006m	00:06:25.050	385.05	00:06:26.390	386.39	00:00:01.340	1.34	ну то есть там такой подход	нет_VERB существовать_VERB иметь_VERB где_ADV здесь_ADV тамя_NOUN концепция_NOUN метод_NOUN методология_NOUN
138	text@isl2006m	@isl2006m	00:06:26.400	386.4	00:06:29.420	389.42	00:00:03.020	3.02	что условно надо / взять и заботать как всерос	категория_NOUN упрощенно_ADV условный_ADJ нужный_ADJ нельзя_ADV надотец_NOUN взять_VERB забирать_VERB забрать_VERB
139	text@isl2006m	@isl2006m	00:06:45.067	405.067	00:06:45.644	405.644	00:00:00.577	0.577	ну да а	
140	text@isl2006m	@isl2006m	00:06:45.900	405.9	00:06:48.311	408.311	00:00:02.411	2.411	вот тогда раз уж мы затронули тему такого бота	теперь_ADV -нибудь_ADV когда_ADV раз_PROPN раза_NOUN дважды_ADV затрагивать_VERB затрагиваться_VERB касаться_VERB тематика_NOUN проблематика_NOUN сюжет_NOUN бота_NOUN баркас_NOUN шлюпка_NOUN
141	text@isl2006m	@isl2006m	00:06:48.322	408.322	00:06:49.467	409.467	00:00:01.145	1.145	как тебе кажется	казаться_NOUN чувствовать_VERB представляться_VERB
142	text@isl2006m	@isl2006m	00:06:49.588	409.588	00:06:50.544	410.544	00:00:00.956	0.956	есть такая дилемма	нет_VERB существовать_VERB иметь_VERB дилемм_NOUN антиномия_NOUN вопрос_NOUN
143	text@isl2006m	@isl2006m	00:06:50.556	410.556	00:06:53.889	413.889	00:00:03.333	3.333	что с одной стороны хочется в спортивное что где когда играть ради вайба	один_ADJ два_NUM один_NOUN направление_NOUN сторонтраница_NOUN вправо_ADV захотеться_VERB хотеть_VERB надо_ADV спорт_NOUN физкультурный_ADJ спортивный_ADV там_ADV здесь_ADV где-нибудь_ADV играть_NOUN сыграть_VERB разыгрывать_VERB
144	text@isl2006m	@isl2006m	00:06:53.889	413.889	00:06:56.300	416.3	00:00:02.411	2.411	что вы с ребятами классно тусите на турнире	ребята_PROPN пацан_NOUN девчата_NOUN здорово_ADV неплохой_ADV супер_NOUN чемпионат_NOUN матч_NOUN супертурнир_NOUN
145	text@isl2006m	@isl2006m	00:06:56.300	416.3	00:06:57.178	417.178	00:00:00.878	0.878	вам друг с другом хорошо	друга_NOUN дружка_NOUN друг_PROPN друга_NOUN дружка_NOUN друг_PROPN прекрасно_ADV отлично_ADV хорошо_ADJ
146	text@isl2006m	@isl2006m	00:06:57.178	417.178	00:07:00.122	420.122	00:00:02.944	2.944	а есть история про какие-то / какой-то спорт высоких достижений	нет_VERB существовать_VERB иметь_VERB история_PROPN исторический_ADJ биография_NOUN что-то_NOUN какой-то_ADV странный_ADJ что-то_NOUN какой-то_ADV странный_ADJ спортивный_ADJ спортсмен_NOUN альпинизм_NOUN низкий_ADJ невысокий_ADJ высокий_ADV достижение_PROPN развитие_NOUN прогресс_NOUN
147	text@isl2006m	@isl2006m	00:07:00.122	420.122	00:07:02.211	422.211	00:00:02.089	2.089	про то что нужно не собирать команду по друзьям	надо_ADV необходимый_ADJ должен_ADJ собрать_VERB собирать_ADJ отбирать_VERB команда_PROPN сборная_NOUN премьер-лига_NOUN друга_NOUN дружка_NOUN друг_PROPN
148	text@isl2006m	@isl2006m	00:07:02.332	422.332	00:07:03.433	423.433	00:00:01.101	1.101	а собрать всех сильных	собрать_VERB собирать_ADJ отбирать_VERB слабый_ADJ сильнейший_ADJ стойкий_ADJ
149	text@isl2006m	@isl2006m	00:07:03.433	423.433	00:07:05.811	425.811	00:00:02.378	2.378	условно всех сильных своячников в одну команду	категория_NOUN упрощенно_ADV условный_ADJ слабый_ADJ сильнейший_ADJ стойкий_ADJ один_ADJ два_NUM один_NOUN команда_PROPN сборная_NOUN премьер-лига_NOUN
150	text@isl2006m	@isl2006m	00:07:05.811	425.811	00:07:07.756	427.756	00:00:01.945	1.945	чтобы они там друг с другом мариновались	где_ADV здесь_ADV тамя_NOUN друга_NOUN дружка_NOUN друг_PROPN друга_NOUN дружка_NOUN друг_PROPN
151	text@isl2006m	@isl2006m	00:07:07.767	427.767	00:07:09.433	429.433	00:00:01.666	1.666	и всё выигрывали	проигрывать_VERB выиграть_VERB проиграть_VERB
152	text@isl2006m	@isl2006m	00:07:09.433	429.433	00:07:10.776	430.776	00:00:01.343	1.343	какой из подходов тебе ближе ?	концепция_NOUN метод_NOUN методология_NOUN близкий_NOUN близкие_ADJ далекий_ADJ
153	text@isl2006m	@isl2006m	00:08:07.056	487.056	00:08:07.467	487.467	00:00:00.411	0.411	ага	во-первых_PROPN во-во_ADV падла_VERB
154	text@isl2006m	@isl2006m	00:08:07.944	487.944	00:08:09.633	489.633	00:00:01.689	1.689	аа / а когда вы	
155	text@isl2006m	@isl2006m	00:08:09.967	489.967	00:08:13.356	493.356	00:00:03.389	3.389	а когда у вас в коман= вы видите что у вас что-то н= ээ не задаётся	увидать_VERB разглядеть_VERB видеть_ADJ какой-то_ADJ что-нибудь_NOUN смутно_ADV задаться_VERB задавать_VERB задать_VERB
156	text@isl2006m	@isl2006m	00:08:13.367	493.367	00:08:15.611	495.611	00:00:02.244	2.244	там допустим играете тур ермишкина шередеги	где_ADV здесь_ADV тамя_NOUN исключать_VERB допускать_ADJ устранять_VERB играть_NOUN сыграть_VERB разыгрывать_VERB полуфинал_NOUN сет_NOUN турнир_NOUN
157	text@isl2006m	@isl2006m	00:08:15.644	495.644	00:08:18.900	498.9	00:00:03.256	3.256	аа / появляется из-за этого за столом какой-то тильт ?	появиться_VERB показываться_VERB возникать_VERB столик_NOUN стул_NOUN стол_PROPN что-то_NOUN какой-то_ADV странный_ADJ
158	text@isl2006m	@isl2006m	00:08:18.900	498.9	00:08:20.344	500.344	00:00:01.444	1.444	или вы стараетесь всё равно на позитиве	пытаться_VERB силиться_VERB уметь_VERB одинаковый_ADJ значит_ADV следовательно_ADV позитив_NOUN негатив_NOUN фотобумага_NOUN
159	text@isl2006m	@isl2006m	00:08:20.367	500.367	00:08:21.848	501.848	00:00:01.481	1.481	как-то друг друга поддерживать	почему-то_ADV что-то_NOUN отчего-то_ADV друга_NOUN дружка_NOUN друг_PROPN друга_NOUN дружка_NOUN друг_PROPN отстаивать_VERB поддержать_VERB противодействовать_VERB
160	text@isl2006m	@isl2006m	00:08:56.911	536.911	00:08:57.967	537.967	00:00:01.056	1.056	ну я помню что-то такое было	помниться_VERB вспоминать_VERB запомнить_VERB какой-то_ADJ что-нибудь_NOUN смутно_ADV
